web-scraper-order,web-scraper-start-url,links,links-href,date,Brand,Name,Year,Kilometer,capacity,transmission,price,location
"1698942433-268","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2019 Mitsubishi Pajero Sport 2.4 Dakar Ultimate SUV - GARA...","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-ultimate-jawa-timur-gubeng/12758716","Diperbarui pada: 03 October 2023","Mitsubishi","Pajero Sport","2019","65 - 70K km","7","Automatic","Rp 465.000.000","Jawa Timur"
"1698942436-269","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2014 Toyota Corolla Altis 1.8 V Sedan - 1,8","https://www.mobil123.com/dijual/toyota-corolla-altis-v-jawa-timur-madiun/12698836","Diperbarui pada: 03 October 2023","Toyota","Corolla Altis","2014","130000 km","5","Automatic","Rp 180.000.000","Jawa Timur"
"1698942439-270","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2018 Honda HR-V 1.5 E SUV - KM 39rb RECORD GARANSI MESIN d...","https://www.mobil123.com/dijual/honda-hr-v-e-jawa-timur-gubeng/12758787","Diperbarui pada: 03 October 2023","Honda","HR-V","2018","35 - 40K km","5","Automatic","Rp 255.000.000","Jawa Timur"
"1698942442-271","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2018 Honda Mobilio 1.5 RS MPV - KM 55rb SERVICE RECORD GAR...","https://www.mobil123.com/dijual/honda-mobilio-rs-jawa-timur-gubeng/12758826","Diperbarui pada: 03 October 2023","Honda","Mobilio","2018","50 - 55K km","7","Automatic","Rp 185.000.000","Jawa Timur"
"1698942445-272","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2015 Honda HR-V 1.8 Prestige SUV - Pajak panjang HRV AT Ab...","https://www.mobil123.com/dijual/honda-hr-v-prestige-jawa-barat-bekasi/12758846","Diperbarui pada: 03 October 2023","Honda","HR-V","2015","109000 km","5","Automatic","Rp 225.000.000","Jawa Barat"
"1698942448-273","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2012 Honda CR-V 2.4 2.4 i-VTEC SUV - i-VTEC KM 74rb RECORD...","https://www.mobil123.com/dijual/honda-cr-v-2-4-i-vtec-jawa-timur-gubeng/12758865","Diperbarui pada: 03 October 2023","Honda","CR-V","2012","70 - 75K km","5","Automatic","Rp 195.000.000","Jawa Timur"
"1698942451-274","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2011 Honda City 1.5 E Sedan - Kondisi Mulus Terawat Super ...","https://www.mobil123.com/dijual/honda-city-e-jawa-barat-bekasi-barat/12714319","Diperbarui pada: 03 October 2023","Honda","City","2011","105 - 110K km","5","Automatic","Rp 120.000.000","Jawa Barat"
"1698942454-275","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2013 Honda CR-V 2.4 2.4 SUV - Kondisi Terawat Mulus Istime...","https://www.mobil123.com/dijual/honda-cr-v-2-4-jawa-barat-bekasi-barat/12714241","Diperbarui pada: 03 October 2023","Honda","CR-V","2013","90 - 95K km","5","Automatic","Rp 190.000.000","Jawa Barat"
"1698942457-276","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2016 Toyota Sienta 1.5 V MPV - Kondisi Istimewa Siap Pakai...","https://www.mobil123.com/dijual/toyota-sienta-v-jawa-barat-bekasi-barat/12711528","Diperbarui pada: 03 October 2023","Toyota","Sienta","2016","80 - 85K km","7","Manual","Rp 160.000.000","Jawa Barat"
"1698942460-277","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2014 Daihatsu Terios 1.5 TX SUV - Kondisi Mulus Terawat Is...","https://www.mobil123.com/dijual/daihatsu-terios-tx-jawa-barat-bekasi-barat/12711662","Diperbarui pada: 03 October 2023","Daihatsu","Terios","2014","100 - 105K km","7","Manual","Rp 130.000.000","Jawa Barat"
"1698942463-278","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2021 Daihatsu Terios 1.5 X SUV","https://www.mobil123.com/dijual/daihatsu-terios-x-dki-jakarta-cempaka-putih/12758899","Diperbarui pada: 03 October 2023","Daihatsu","Terios","2021","10 - 15K km","7","Manual","Rp 188.000.000","DKI Jakarta"
"1698942466-279","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2022 Wuling EV Air ev Long Range Hatchback - 0.0 Air Long ...","https://www.mobil123.com/dijual/wuling-ev-air-ev-long-range-jawa-barat-bekasi-barat/12712249","Diperbarui pada: 03 October 2023","Wuling","EV","2022","0 - 5K km","4","Automatic","Rp 230.000.000","Jawa Barat"
"1698942469-280","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2010 Nissan Serena 2.0 Highway Star MPV - C24 HWS","https://www.mobil123.com/dijual/nissan-serena-highway-star-dki-jakarta-bintaro/12722375","Diperbarui pada: 03 October 2023","Nissan","Serena","2010","160 - 165K km","7","Automatic","Rp 92.600.000","DKI Jakarta"
"1698942472-281","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2012 Honda Brio 1.3 E Hatchback - Kondisi Terawat Mulus Is...","https://www.mobil123.com/dijual/honda-brio-e-jawa-barat-bekasi-barat/12709099","Diperbarui pada: 03 October 2023","Honda","Brio","2012","90 - 95K km","5","Automatic","Rp 105.000.000","Jawa Barat"
"1698942475-282","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2013 Honda Freed 1.5 S MPV - Kondisi Mulus Terawat Istimew...","https://www.mobil123.com/dijual/honda-freed-s-jawa-barat-bekasi-barat/12705178","Diperbarui pada: 03 October 2023","Honda","Freed","2013","160 - 165K km","7","Automatic","Rp 140.000.000","Jawa Barat"
"1698942478-283","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2017 Toyota Sienta 1.5 V MPV - KM 68rb RECORD AUTO 2000 GA...","https://www.mobil123.com/dijual/toyota-sienta-v-jawa-timur-krian/12758943","Diperbarui pada: 03 October 2023","Toyota","Sienta","2017","65 - 70K km","7","Automatic","Rp 180.000.000","Jawa Timur"
"1698942481-284","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2009 Nissan Grand Livina 1.8 XV MPV - Kondisi Mulus Terawa...","https://www.mobil123.com/dijual/nissan-grand-livina-xv-jawa-barat-bekasi-barat/12705256","Diperbarui pada: 03 October 2023","Nissan","Grand Livina","2009","170 - 175K km","7","Automatic","Rp 85.000.000","Jawa Barat"
"1698942484-285","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2018 Nissan Grand Livina 1.5 SV MPV - Kondisi Istimewa Pem...","https://www.mobil123.com/dijual/nissan-grand-livina-sv-jawa-barat-bekasi-barat/12709627","Diperbarui pada: 03 October 2023","Nissan","Grand Livina","2018","100 - 105K km","7","Automatic","Rp 135.000.000","Jawa Barat"
"1698942487-286","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2012 Nissan Juke 1.5 RX SUV - Kondisi Mulus Terawat Istime...","https://www.mobil123.com/dijual/nissan-juke-rx-jawa-barat-bekasi-barat/12703127","Diperbarui pada: 03 October 2023","Nissan","Juke","2012","120 - 125K km","5","Automatic","Rp 125.000.000","Jawa Barat"
"1698942490-287","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2018 Toyota Kijang Innova 2.0 G MPV - Istimewa Tangan Pert...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-bekasi-barat/12698951","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2018","100 - 105K km","8","Manual","Rp 275.000.000","Jawa Barat"
"1698942493-288","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2015 Nissan X-Trail 2.5 SUV - Tangan Pertama Kondisi Istim...","https://www.mobil123.com/dijual/nissan-x-trail-jawa-barat-bekasi-barat/12702717","Diperbarui pada: 03 October 2023","Nissan","X-Trail","2015","80 - 85K km","7","Automatic","Rp 180.000.000","Jawa Barat"
"1698942496-289","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2015 BMW X5 2.0 xDrive25d SUV - Kondisi Mulus Terawat Isti...","https://www.mobil123.com/dijual/bmw-x5-xdrive25d-jawa-barat-bekasi-barat/12704746","Diperbarui pada: 03 October 2023","BMW","X","2015","60 - 65K km","5","Automatic","Rp 475.000.000","Jawa Barat"
"1698942499-290","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2017 Toyota Fortuner 2.7 SRZ SUV - Kondisi Istimewa","https://www.mobil123.com/dijual/toyota-fortuner-srz-jawa-barat-bekasi-barat/12696145","Diperbarui pada: 03 October 2023","Toyota","Fortuner","2017","65 - 70K km","7","Automatic","Rp 345.000.000","Jawa Barat"
"1698942502-291","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2018 Toyota Kijang Innova 2.0 G MPV - Tangan Pertama Kondi...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-bekasi-barat/12698529","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2018","50 - 55K km","8","Manual","Rp 235.000.000","Jawa Barat"
"1698942505-292","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2022 Suzuki Ertiga 1.5 GL MPV - Kondisi Seperti Baru KM-ny...","https://www.mobil123.com/dijual/suzuki-ertiga-gl-jawa-barat-bekasi-barat/12693745","Diperbarui pada: 03 October 2023","Suzuki","Ertiga","2022","10 - 15K km","7","Automatic","Rp 200.000.000","Jawa Barat"
"1698942508-293","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2018 Suzuki Ertiga 1.4 GL MPV - KM Rendah Kondisi Istimewa...","https://www.mobil123.com/dijual/suzuki-ertiga-gl-jawa-barat-bekasi-barat/12693515","Diperbarui pada: 03 October 2023","Suzuki","Ertiga","2018","35 - 40K km","7","Manual","Rp 160.000.000","Jawa Barat"
"1698942511-294","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=355&sort=modification_date_search.desc","2017 Toyota Fortuner 2.7 SRZ SUV - Tangan Pertama Kondisi ...","https://www.mobil123.com/dijual/toyota-fortuner-srz-jawa-barat-bekasi-barat/12696082","Diperbarui pada: 03 October 2023","Toyota","Fortuner","2017","75 - 80K km","7","Automatic","Rp 345.000.000","Jawa Barat"
"1698942518-295","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2021 Hyundai Palisade 2.2 Signature Wagon","https://www.mobil123.com/dijual/hyundai-palisade-signature-jawa-barat-bekasi-barat/12692957","Diperbarui pada: 03 October 2023","Hyundai","Palisade","2021","30 - 35K km","7","Automatic","Rp 750.000.000","Jawa Barat"
"1698942521-296","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2017 Toyota Innova Venturer 2.0 Wagon - 2,0 Base Spec","https://www.mobil123.com/dijual/toyota-innova-venturer-jawa-barat-bekasi/12692600","Diperbarui pada: 03 October 2023","Toyota","Innova Venturer","2017","82000 km","7","Manual","Rp 295.000.000","Jawa Barat"
"1698942524-297","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2007 Toyota Kijang Innova 2.0 G MPV - 2,0","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-bekasi/12691475","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2007","156000 km","8","Manual","Rp 110.000.000","Jawa Barat"
"1698942527-298","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2022 Daihatsu Sigra 1.2 R MPV - 1,2","https://www.mobil123.com/dijual/daihatsu-sigra-r-jawa-barat-bekasi/12679592","Diperbarui pada: 03 October 2023","Daihatsu","Sigra","2022","17000 km","7","Manual","Rp 135.000.000","Jawa Barat"
"1698942530-299","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2013 Honda CR-V 2.4 2.4 SUV - Kondisi Sangat Terawat Istim...","https://www.mobil123.com/dijual/honda-cr-v-2-4-jawa-barat-bekasi-barat/12691375","Diperbarui pada: 03 October 2023","Honda","CR-V","2013","100 - 105K km","5","Automatic","Rp 185.000.000","Jawa Barat"
"1698942533-300","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2015 Toyota Vios 1.5 G Sedan - Sangat Terawat Warna Hitam ...","https://www.mobil123.com/dijual/toyota-vios-g-jawa-barat-bekasi-barat/12688905","Diperbarui pada: 03 October 2023","Toyota","Vios","2015","155 - 160K km","5","Automatic","Rp 140.000.000","Jawa Barat"
"1698942536-301","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2011 Chevrolet Captiva 2.4 SUV","https://www.mobil123.com/dijual/chevrolet-captiva-jawa-barat-bekasi-barat/12689528","Diperbarui pada: 03 October 2023","Chevrolet","Captiva","2011","120 - 125K km","7","Automatic","Rp 118.000.000","Jawa Barat"
"1698942539-302","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2013 Nissan March 1.2 1.2L Hatchback - 1,2 L","https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-bekasi/12674043","Diperbarui pada: 03 October 2023","Nissan","March","2013","119000 km","5","Automatic","Rp 85.000.000","Jawa Barat"
"1698942542-303","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2014 Toyota Kijang Innova 2.0 G MPV - Kondisi Istimewa Mul...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-bekasi-barat/12691583","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2014","120 - 125K km","8","Automatic","Rp 165.000.000","Jawa Barat"
"1698942545-304","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2022 Suzuki XL7 1.5 ALPHA Wagon - 1,5","https://www.mobil123.com/dijual/suzuki-xl7-alpha-jawa-barat-bekasi/12651357","Diperbarui pada: 03 October 2023","Suzuki","XL7","2022","10000 km","7","Automatic","Rp 225.000.000","Jawa Barat"
"1698942548-305","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2018 Toyota Avanza 1.3 E MPV - 1,3","https://www.mobil123.com/dijual/toyota-avanza-e-jawa-barat-bekasi/12632059","Diperbarui pada: 03 October 2023","Toyota","Avanza","2018","31000 km","7","Manual","Rp 135.000.000","Jawa Barat"
"1698942551-306","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2013 Honda Accord 2.4 VTi-L Sedan - 2,4","https://www.mobil123.com/dijual/honda-accord-vti-l-jawa-barat-bekasi/12643657","Diperbarui pada: 03 October 2023","Honda","Accord","2013","80000 km","5","Automatic","Rp 210.000.000","Jawa Barat"
"1698942554-307","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2022 Honda BR-V 1.5 Prestige SUV - 1,5","https://www.mobil123.com/dijual/honda-br-v-prestige-jawa-barat-bekasi/12651184","Diperbarui pada: 03 October 2023","Honda","BR-V","2022","19000 km","7","Automatic","Rp 245.000.000","Jawa Barat"
"1698942557-308","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2016 Toyota Sienta 1.5 V MPV - 1,5","https://www.mobil123.com/dijual/toyota-sienta-v-jawa-barat-bekasi/12621835","Diperbarui pada: 03 October 2023","Toyota","Sienta","2016","50000 km","7","Automatic","Rp 165.000.000","Jawa Barat"
"1698942560-309","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2020 Honda Civic 1.5 E Hatchback - 1,5","https://www.mobil123.com/dijual/honda-civic-e-jawa-barat-bekasi/12622140","Diperbarui pada: 03 October 2023","Honda","Civic","2020","40000 km","5","Automatic","Rp 390.000.000","Jawa Barat"
"1698942563-310","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2021 Mitsubishi Pajero Sport 2.4 Dakar SUV - 2,4","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-jawa-barat-bekasi/12631179","Diperbarui pada: 03 October 2023","Mitsubishi","Pajero Sport","2021","52000 km","7","Automatic","Rp 515.000.000","Jawa Barat"
"1698942566-311","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2021 KIA Seltos 1.4 EX Wagon - 1,4","https://www.mobil123.com/dijual/kia-seltos-ex-jawa-barat-bekasi/12614110","Diperbarui pada: 03 October 2023","KIA","Seltos","2021","28000 km","5","Automatic","Rp 245.000.000","Jawa Barat"
"1698942569-312","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2021 Toyota Avanza 1.3 G MPV - 1,3","https://www.mobil123.com/dijual/toyota-avanza-g-jawa-barat-bekasi/12615769","Diperbarui pada: 03 October 2023","Toyota","Avanza","2021","22000 km","7","Manual","Rp 180.000.000","Jawa Barat"
"1698942572-313","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2018 Suzuki Ertiga 1.5 GX MPV - tangan pertama kondisi ist...","https://www.mobil123.com/dijual/suzuki-ertiga-gx-jawa-barat-bekasi-barat/12693128","Diperbarui pada: 03 October 2023","Suzuki","Ertiga","2018","40 - 45K km","7","Automatic","Rp 165.000.000","Jawa Barat"
"1698942575-314","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2012 Toyota Fortuner 2.5 G SUV - 2,5","https://www.mobil123.com/dijual/toyota-fortuner-g-jawa-barat-bekasi/12679528","Diperbarui pada: 03 October 2023","Toyota","Fortuner","2012","112000 km","7","Manual","Rp 225.000.000","Jawa Barat"
"1698942578-315","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2018 Toyota Kijang Innova 2.4 G MPV - 2,4","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-bekasi/12626594","Diperbarui pada: 03 October 2023","Toyota","Kijang Innova","2018","183000 km","8","Automatic","Rp 310.000.000","Jawa Barat"
"1698942581-316","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2021 Toyota Calya 1.2 G MPV - 1,2","https://www.mobil123.com/dijual/toyota-calya-g-jawa-barat-bekasi/12615339","Diperbarui pada: 03 October 2023","Toyota","Calya","2021","52000 km","7","Manual","Rp 135.000.000","Jawa Barat"
"1698942584-317","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2018 Honda Civic 1.5 E Hatchback - 1,5","https://www.mobil123.com/dijual/honda-civic-e-jawa-barat-bekasi/12620568","Diperbarui pada: 03 October 2023","Honda","Civic","2018","81000 km","5","Automatic","Rp 370.000.000","Jawa Barat"
"1698942587-318","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2008 Toyota Yaris 1.5 S Hatchback - 1,5","https://www.mobil123.com/dijual/toyota-yaris-s-jawa-barat-bekasi/12586262","Diperbarui pada: 03 October 2023","Toyota","Yaris","2008","140000 km","5","Automatic","Rp 100.000.000","Jawa Barat"
"1698942590-319","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2017 Mitsubishi Pajero Sport 2.4 Dakar SUV - 2,4","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-jawa-barat-bekasi/12609973","Diperbarui pada: 03 October 2023","Mitsubishi","Pajero Sport","2017","95000 km","7","Automatic","Rp 395.000.000","Jawa Barat"
"1698942593-320","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2017 Honda Brio 1.2 Satya E Hatchback - 1,2","https://www.mobil123.com/dijual/honda-brio-satya-e-jawa-barat-bekasi/12561251","Diperbarui pada: 03 October 2023","Honda","Brio","2017","120000 km","5","Automatic","Rp 120.000.000","Jawa Barat"
"1698942596-321","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2013 Mazda CX-9 3.7 GT SUV - 3,7","https://www.mobil123.com/dijual/mazda-cx-9-gt-jawa-barat-bekasi/12576160","Diperbarui pada: 03 October 2023","Mazda","CX-9","2013","167000 km","7","Automatic","Rp 195.000.000","Jawa Barat"
"1698942599-322","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon - 1,5","https://www.mobil123.com/dijual/mitsubishi-xpander-ultimate-jawa-barat-bekasi/12537639","Diperbarui pada: 03 October 2023","Mitsubishi","Xpander","2018","58000 km","7","Automatic","Rp 205.000.000","Jawa Barat"
"1698942602-323","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2013 Honda CR-V 2.0 2 SUV - 2,0","https://www.mobil123.com/dijual/honda-cr-v-2-jawa-barat-bekasi/12581464","Diperbarui pada: 03 October 2023","Honda","CR-V","2013","120000 km","5","Automatic","Rp 205.000.000","Jawa Barat"
"1698942605-324","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2019 Suzuki Baleno 1.4 GL Hatchback - 1,4","https://www.mobil123.com/dijual/suzuki-baleno-gl-jawa-barat-bekasi/12518882","Diperbarui pada: 03 October 2023","Suzuki","Baleno","2019","35000 km","5","Manual","Rp 175.000.000","Jawa Barat"
"1698942608-325","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2018 Nissan X-Trail 2.0 SUV - 2,0 Base Spec","https://www.mobil123.com/dijual/nissan-x-trail-jawa-barat-bekasi/12559984","Diperbarui pada: 03 October 2023","Nissan","X-Trail","2018","75000 km","7","Manual","Rp 265.000.000","Jawa Barat"
"1698942611-326","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2012 Honda Odyssey 2.4 2.4 MPV - 2,4","https://www.mobil123.com/dijual/honda-odyssey-2-4-jawa-barat-bekasi/12519883","Diperbarui pada: 03 October 2023","Honda","Odyssey","2012","126000 km","7","Automatic","Rp 205.000.000","Jawa Barat"
"1698942614-327","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2021 Hyundai Palisade 2.2 Signature Wagon - 2,2","https://www.mobil123.com/dijual/hyundai-palisade-signature-jawa-barat-bekasi/12520382","Diperbarui pada: 03 October 2023","Hyundai","Palisade","2021","40000 km","7","Automatic","Rp 750.000.000","Jawa Barat"
"1698942617-328","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2020 Honda Mobilio 1.5 RS MPV - 1,5","https://www.mobil123.com/dijual/honda-mobilio-rs-jawa-barat-bekasi/12518191","Diperbarui pada: 03 October 2023","Honda","Mobilio","2020","35000 km","7","Automatic","Rp 195.000.000","Jawa Barat"
"1698942620-329","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2012 Mazda CX-5 2.0 Touring SUV - 2,0","https://www.mobil123.com/dijual/mazda-cx-5-touring-jawa-barat-bekasi/12493199","Diperbarui pada: 03 October 2023","Mazda","CX-5","2012","99000 km","5","Automatic","Rp 180.000.000","Jawa Barat"
"1698942623-330","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2021 Toyota Fortuner 2.4 GR Sport SUV - 2,4","https://www.mobil123.com/dijual/toyota-fortuner-gr-sport-jawa-barat-bekasi/12477917","Diperbarui pada: 03 October 2023","Toyota","Fortuner","2021","45000 km","7","Automatic","Rp 485.000.000","Jawa Barat"
"1698942626-331","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2023 Daihatsu Terios 1.5 X SUV - 1,5","https://www.mobil123.com/dijual/daihatsu-terios-x-jawa-barat-bekasi/12512063","Diperbarui pada: 03 October 2023","Daihatsu","Terios","2023","6400 km","7","Automatic","Rp 225.000.000","Jawa Barat"
"1698942629-332","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2019 Honda HR-V 1.5 E Special Edition SUV - 1,5","https://www.mobil123.com/dijual/honda-hr-v-e-special-edition-jawa-barat-bekasi/12502650","Diperbarui pada: 03 October 2023","Honda","HR-V","2019","30000 km","5","Automatic","Rp 275.000.000","Jawa Barat"
"1698942632-333","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2023 Honda Brio 1.2 RS Hatchback - 1,2","https://www.mobil123.com/dijual/honda-brio-rs-jawa-barat-bekasi/12444688","Diperbarui pada: 03 October 2023","Honda","Brio","2023","8600 km","5","Automatic","Rp 210.000.000","Jawa Barat"
"1698942635-334","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2018 Toyota Corolla Altis 1.8 V Sedan - RECORD AUTO 2000 G...","https://www.mobil123.com/dijual/toyota-corolla-altis-v-jawa-timur-gubeng/12759016","Diperbarui pada: 03 October 2023","Toyota","Corolla Altis","2018","55 - 60K km","5","Automatic","Rp 260.000.000","Jawa Timur"
"1698942638-335","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2013 Honda CR-V 2.0 2 SUV - 2,0","https://www.mobil123.com/dijual/honda-cr-v-2-jawa-barat-bekasi/12455653","Diperbarui pada: 03 October 2023","Honda","CR-V","2013","86000 km","5","Automatic","Rp 185.000.000","Jawa Barat"
"1698942641-336","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=354&sort=modification_date_search.desc","2022 Suzuki XL7 1.5 BETA Wagon - 1,5","https://www.mobil123.com/dijual/suzuki-xl7-beta-jawa-barat-bekasi/12461563","Diperbarui pada: 03 October 2023","Suzuki","XL7","2022","22000 km","7","Automatic","Rp 225.000.000","Jawa Barat"
