web-scraper-order,web-scraper-start-url,links,links-href,date,Brand,Name,Year,Kilometer,capacity,transmission,price,location
"1698944067-788","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2020 Mercedes-Benz GLB200 1.3 Edition 50 Wagon","https://www.mobil123.com/dijual/mercedes-benz-glb200-edition-50-dki-jakarta-kebayoran-baru/12658156","Diperbarui pada: 04 October 2023","Mercedes-Benz","GLB-Class","2020","15 - 20K km","7","Automatic","Rp 795.000.000","DKI Jakarta"
"1698944070-789","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2016 Honda Accord 2.4 VTi-L Sedan - KM 15.000 ANTIK MOBIL ...","https://www.mobil123.com/dijual/honda-accord-vti-l-dki-jakarta-cengkareng/12769928","Diperbarui pada: 04 October 2023","Honda","Accord","2016","10 - 15K km","5","Automatic","Rp 345.000.000","DKI Jakarta"
"1698944073-790","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2022 Suzuki Ertiga 1.5 GL MPV - 1,5 MT MANUAL , KM 21RB   ...","https://www.mobil123.com/dijual/suzuki-ertiga-gl-dki-jakarta-cilandak/12769932","Diperbarui pada: 04 October 2023","Suzuki","Ertiga","2022","21000 km","7","Manual","Rp 168.500.000","DKI Jakarta"
"1698944076-791","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2013 Toyota Avanza 1.3 E MPV - 1,3 KM ANTIK 74RB MT MANUAL...","https://www.mobil123.com/dijual/toyota-avanza-e-banten-gading-serpong/12770054","Diperbarui pada: 04 October 2023","Toyota","Avanza","2013","74000 km","7","Manual","Rp 102.000.000","Banten"
"1698944079-792","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2013 BMW 335i 3.0 Luxury Sedan - KM 500 ANTIK SEKALI F30 (...","https://www.mobil123.com/dijual/bmw-335i-luxury-dki-jakarta-pancoran/12770059","Diperbarui pada: 04 October 2023","BMW","3 Series","2013","50 - 55K km","5","Automatic","Rp 480.000.000","DKI Jakarta"
"1698944082-793","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2019 Toyota Kijang Innova 2.0 G MPV - PROMO MURAH TDP MINI...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-gandaria/12762781","Diperbarui pada: 04 October 2023","Toyota","Kijang Innova","2019","15 - 20K km","8","Automatic","Rp 280.000.000","DKI Jakarta"
"1698944085-794","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2020 Land Rover Range Rover Evoque 2.0 SE SUV - First Edit...","https://www.mobil123.com/dijual/land-rover-range-rover-evoque-se-dki-jakarta-cilandak/12770152","Diperbarui pada: 04 October 2023","Land Rover","Range Rover Evoque","2020","0 - 5K km","5","Automatic","Rp 1.689.000.000","DKI Jakarta"
"1698944088-795","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2022 Daihatsu Ayla 1.2 R Hatchback - PROMO MURAH TDP MINIM...","https://www.mobil123.com/dijual/daihatsu-ayla-r-jawa-barat-bekasi/12770188","Diperbarui pada: 04 October 2023","Daihatsu","Ayla","2022","5 - 10K km","5","Manual","Rp 129.000.000","Jawa Barat"
"1698944091-796","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2020 Mercedes-Benz GLE53 AMG 3.0 4MATIC+ Coupe - 4MATIC   ...","https://www.mobil123.com/dijual/mercedes-benz-gle53-amg-4matic-plus-yogyakarta-yogyakarta/12705254","Diperbarui pada: 04 October 2023","Mercedes-Benz","GLE-Class","2020","7500 km","5","Automatic","Rp 2.450.000.000","Yogyakarta"
"1698944094-797","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2020 Daihatsu Terios 1.5 R Deluxe SUV - PROMO MURAH TDP MI...","https://www.mobil123.com/dijual/daihatsu-terios-r-deluxe-dki-jakarta-kalimalang/12770271","Diperbarui pada: 04 October 2023","Daihatsu","Terios","2020","20 - 25K km","7","Automatic","Rp 212.000.000","DKI Jakarta"
"1698944097-798","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2016 Daihatsu Xenia 1.3 X DELUXE MPV - PROMO MURAH TDP MIN...","https://www.mobil123.com/dijual/daihatsu-xenia-x-deluxe-jawa-barat-bekasi/12770331","Diperbarui pada: 04 October 2023","Daihatsu","Xenia","2016","85 - 90K km","7","Manual","Rp 125.000.000","Jawa Barat"
"1698944100-799","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2018 Toyota Vios 1.5 G Sedan","https://www.mobil123.com/dijual/toyota-vios-g-dki-jakarta-puri-indah/12770350","Diperbarui pada: 04 October 2023","Toyota","Vios","2018","45 - 50K km","5","Automatic","Rp 171.000.000","DKI Jakarta"
"1698944103-800","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2018 Toyota Sienta 1.5 V MPV","https://www.mobil123.com/dijual/toyota-sienta-v-jawa-barat-depok/12770372","Diperbarui pada: 04 October 2023","Toyota","Sienta","2018","55 - 60K km","7","Automatic","Rp 172.000.000","Jawa Barat"
"1698944106-801","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2020 Toyota Vios 1.5 G Sedan","https://www.mobil123.com/dijual/toyota-vios-g-banten-alam-sutera/12770388","Diperbarui pada: 04 October 2023","Toyota","Vios","2020","60 - 65K km","5","Automatic","Rp 202.000.000","Banten"
"1698944109-802","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2019 Suzuki Ertiga 1.5 GX MPV - PROMO MURAH TDP MINIM,SIAP...","https://www.mobil123.com/dijual/suzuki-ertiga-gx-dki-jakarta-kalimalang/12770430","Diperbarui pada: 04 October 2023","Suzuki","Ertiga","2019","30 - 35K km","7","Automatic","Rp 186.000.000","DKI Jakarta"
"1698944115-803","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2022 Toyota Avanza 1.5 G MPV","https://www.mobil123.com/dijual/toyota-avanza-g-jawa-barat-delta-mas/12768438","Diperbarui pada: 05 October 2023","Toyota","Avanza","2022","5 - 10K km","7","Manual","Rp 179.000.000","Jawa Barat"
"1698944118-804","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2016 Mazda Biante 2.0 2.0 SKYACTIV A/T MPV - 2,0 SKYACTIV ...","https://www.mobil123.com/dijual/mazda-biante-2-0-skyactiv-a-t-dki-jakarta-kebayoran-lama/12770799","Diperbarui pada: 05 October 2023","Mazda","Biante","2016","80000 km","8","Automatic","Rp 189.000.000","DKI Jakarta"
"1698944121-805","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2020 Renault Kwid 1.0 Climber Hatchback","https://www.mobil123.com/dijual/renault-kwid-climber-dki-jakarta-cinere/12770807","Diperbarui pada: 05 October 2023","Renault","Kwid","2020","15 - 20K km","5","Automatic","Rp 119.000.000","DKI Jakarta"
"1698944124-806","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2017 Mazda Biante 2.0 2.0 SKYACTIV A/T MPV - 2,0 SKYACTIV ...","https://www.mobil123.com/dijual/mazda-biante-2-0-skyactiv-a-t-dki-jakarta-cengkareng/12770809","Diperbarui pada: 05 October 2023","Mazda","Biante","2017","62000 km","8","Automatic","Rp 208.000.000","DKI Jakarta"
"1698944127-807","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2020 Toyota Kijang Innova 2.4 G MPV","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-hayam-wuruk/12770810","Diperbarui pada: 05 October 2023","Toyota","Kijang Innova","2020","35 - 40K km","8","Automatic","Rp 325.000.000","DKI Jakarta"
"1698944130-808","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2017 Mercedes-Benz GLC250 2.0 4MATIC SUV - Mercy terawat  ...","https://www.mobil123.com/dijual/mercedes-benz-glc250-4matic-dki-jakarta-pademangan/12762079","Diperbarui pada: 05 October 2023","Mercedes-Benz","GLC-Class","2017","45 - 50K km","5","Automatic","Rp 575.000.000","DKI Jakarta"
"1698944133-809","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2016 Lexus RX200t 2.0 SUV - low km 33 rb servis record","https://www.mobil123.com/dijual/lexus-rx200t-dki-jakarta-pademangan/12749374","Diperbarui pada: 05 October 2023","Lexus","RX200t","2016","30 - 35K km","5","Automatic","Rp 755.000.000","DKI Jakarta"
"1698944136-810","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2019 Mercedes-Benz C300 2.0 AMG Coupe - Service Record VER...","https://www.mobil123.com/dijual/mercedes-benz-c300-amg-dki-jakarta-kelapa-gading/12770915","Diperbarui pada: 05 October 2023","Mercedes-Benz","C-Class","2019","15 - 20K km","4","Automatic","Rp 880.000.000","DKI Jakarta"
"1698944139-811","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2011 Mercedes-Benz C250 1.8 CGI Sedan - 1,8","https://www.mobil123.com/dijual/mercedes-benz-c250-cgi-dki-jakarta-gambir/12770961","Diperbarui pada: 05 October 2023","Mercedes-Benz","C-Class","2011","114000 km","5","Automatic","Rp 230.000.000","DKI Jakarta"
"1698944143-812","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2021 Toyota Raize 1.0 GR Sport Wagon - DP 20JT ANGSURAN TE...","https://www.mobil123.com/dijual/toyota-raize-gr-sport-jawa-barat-pancoran-mas/12769300","Diperbarui pada: 05 October 2023","Toyota","Raize","2021","15 - 20K km","5","Automatic","Rp 215.000.000","Jawa Barat"
"1698944146-813","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2021 Toyota Rush 1.5 S GR Sport SUV - DP 5JUTAN ANGSURAN T...","https://www.mobil123.com/dijual/toyota-rush-s-gr-sport-dki-jakarta-kebayoran-baru/12770976","Diperbarui pada: 05 October 2023","Toyota","Rush","2021","10 - 15K km","7","Automatic","Rp 235.000.000","DKI Jakarta"
"1698944149-814","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=344&sort=modification_date_search.desc","2022 Honda BR-V 1.5 Prestige SUV - DP 3JT ANGSURAN TERJANG...","https://www.mobil123.com/dijual/honda-br-v-prestige-dki-jakarta-kebon-jeruk/12771055","Diperbarui pada: 05 October 2023","Honda","BR-V","2022","10 - 15K km","7","Automatic","Rp 259.000.000","DKI Jakarta"
